user_id,date,amount,type,category,subcategory,payment_method,description,balance_after
5,2025-06-27,170897.18,expense,FOOD,warung,debit,,13440839.31
31,2025-02-04,116633.18,expense,Shopping,elektronik,debit,Pembayaran elektronik,-1586880.63
38,2025-10-30,4833413.57,income,salary,,debit,Penerimaan bonus,13670989.25
42,2025-02-21,73277.18,expense,Food,KOPI,e-wallet,Pembayaran kopi,-3393522.27
43,2025-01-21,23741.35,expense,Transport,tol,e-wallet,Pembayaran tol,-166874.66
45,2025-11-10,15089.35,expense,Transport,bensin,e-wallet,,24385286.16
5,2025-05-01,25179.47,expense,,lain-lain,e-wallet,Pembayaran lain-lain,9723831.57
7,2025-08-29,507870.17,expense,Bills,asuransi,e-wallet,Pembayaran asuransi,-9270775.24
44,2025-10-02,58404.6,expense,Food,warung,cash,Pembayaran warung,-9544341.65
47,2025-02-08,47493.62,expense,Transport,servis,E-WALLET,Pembayaran servis,14245982.14
37,2025-04-19,623036.82,expense,Entertainment,spotify,e-wallet,,7277559.52
29,2025-01-10,0.01,expense,Transport,,cash,Pembayaran ojek online,3072350.96
6,2025-12-06,82096.25,expense,Transport,BENSIN,e-wallet,Pembayaran bensin,-517225.41
5,2025-01-31,133376.28,expense,food,kopi,e-wallet,Pembayaran kopi,-811469.64
48,2025-11-06,72708.77,expense,others,biaya admin,e-wallet,Pembayaran biaya admin,-3749823.34
43,2025-07-08,90739.23,expense,Food,,debit,,-4060901.97
7,2025-02-13,245062.57,expense,food,warung,e-wallet,Pembayaran warung,-8785715.09
41,2025-08-19,268823.89,expense,Food,minimarket,e-wallet,Pembayaran minimarket,9342356.47
1,2025-04-20,330258.39,expense,Food,restoran,e-wallet,Pembayaran restoran,8632282.58
21,2025-01-14,40687.09,expense,Food,RESTORAN,cash,Pembayaran restoran,-1931644.64
22,2025-03-22,128038.34,expense,Food,warung,debit,Pembayaran warung,-6894733.45
33,2025-11-11,48306.74,expense,Food,minimarket,e-wallet,Pembayaran minimarket,12156803.61
45,2025-10-13,111480.58,expense,Food,go-food,debit,Pembayaran go-food,20223800.78
35,2025-06-15,11913.47,expense,Transport,ojek online,cash,Pembayaran ojek online,4061919.06
2,2025-11-11,81215.08,expense,Transport,,cash,Pembayaran tol,38829091.4
5,2025-09-18,31112.06,expense,Others,lain-lain,debit,Pembayaran lain-lain,20576537.3
46,2025-10-18,2163201.71,expense,Bills,pulsa,cash,Pembayaran pulsa,-10740664.8
20,2025-03-25,198731.27,expense,Food,restoran,cash,Pembayaran restoran,-8102980.97
40,2025-09-20,237551.97,expense,Food,kopi,cash,Pembayaran kopi,-37184739.49
12,2025-08-29,359789.26,expense,Entertainment,bioskop,cash,Pembayaran bioskop,12974139.46
36,2025-04-16,29914.63,expense,Others,biaya admin,cash,Pembayaran biaya admin,-8925756.83
48,2025-07-11,58601.93,expense,FOOD,minimarket,cash,Pembayaran minimarket,-30718022.57
18,2025-03-04,130806.31,expense,Food,warung,e-wallet,Pembayaran warung,5727046.19
45,2025-09-06,69998.71,expense,Others,biaya admin,debit,,27308558.13
13,2025-05-10,670649.48,expense,Shopping,skincare,e-wallet,Pembayaran skincare,-3760856.82
16,2025-01-20,11230.97,expense,,bensin,e-wallet,Pembayaran bensin,-1566108.02
19,2025-02-16,42629.44,expense,Transport,bensin,e-wallet,Pembayaran bensin,-588616.65
50,2025-03-24,72894508.0,expense,,pulsa,debit,Pembayaran pulsa,-11648604.13
1,2025-06-23,70105.04,expense,Food,kopi,debit,,36695799.5
20,2025-08-02,14351.54,expense,Others,biaya admin,debit,Pembayaran biaya admin,-23757785.42
37,2025-10-26,18725.43,expense,Others,sedekah,e-wallet,Pembayaran sedekah,3461361.12
35,2025-07-10,103222.5,expense,Shopping,peralatan rumah,cash,Pembayaran peralatan rumah,4802473.66
11,2025-09-18,243604.4,expense,Shopping,skincare,cash,Pembayaran skincare,12031726.16
13,2025-05-19,472086.29,expense,Bills,internet,DEBIT,Pembayaran internet,-4989899.96
31,2025-09-19,204268.49,expense,,game topup,cash,,-19878785.39
32,2025-02-03,343593.66,expense,Entertainment,game topup,debit,Pembayaran game topup,-4897895.38
9,2025-03-24,44994.14,expense,Transport,tol,e-wallet,Pembayaran tol,-2948661.99
6,2025-09-13,73663.98,expense,,minimarket,debit,Pembayaran minimarket,5814516.11
7,2025-10-26,266901.5,expense,Transport,parkir,debit,Pembayaran parkir,-1832023.36
48,2025-09-05,45552.53,expense,Food,minimarket,cash,Pembayaran minimarket,-6742289.99
43,2025-05-14,45861.89,expense,Others,biaya admin,debit,Pembayaran biaya admin,548346.99
34,2025-09-12,20853.02,expense,Food,restoran,e-wallet,Pembayaran restoran,-6213599.85
36,2025-03-04,131298.7,expense,Bills,internet,E-WALLET,Pembayaran internet,-2276821.42
50,2025-10-03,8642531.63,income,Salary,insentif,E-WALLET,Penerimaan insentif,-32587136.53
22,2025-02-04,214256.78,expense,FOOD,,cash,Pembayaran minimarket,3303929.82
6,2025-10-15,40004.9,expense,Food,restoran,e-wallet,Pembayaran restoran,4961810.73
30,2025-03-06,556986.93,expense,Bills,air,CASH,Pembayaran air,-4615478.61
24,2025-02-22,273188.79,expense,Food,,debit,Pembayaran restoran,-12405397.86
43,2025-12-24,633278.9,expense,bills,listrik,cash,Pembayaran listrik,-16963439.49
46,2025-09-21,38568.11,expense,Others,sedekah,e-wallet,Pembayaran sedekah,-39188424.15
18,2025-11-19,170382.54,expense,Entertainment,bioskop,debit,Pembayaran bioskop,35144553.7
35,2025-02-13,55616.99,expense,Food,minimarket,cash,Pembayaran minimarket,5376410.44
31,2025-04-03,6173109.68,income,Salary,BONUS,cash,Penerimaan bonus,-3558419.07
9,2025-04-08,69529.58,expense,Food,minimarket,debit,Pembayaran minimarket,-4268862.28
34,2025-06-09,74131.8,expense,,restoran,e-wallet,Pembayaran restoran,-8780541.68
50,2025-05-10,106403.52,expense,Transport,bensin,cash,Pembayaran bensin,-24999126.96
29,2025-04-24,66166.96,expense,Food,restoran,debit,Pembayaran restoran,8502948.02
26,2025-03-13,17469.85,expense,Food,restoran,debit,Pembayaran restoran,4522501.22
13,2025-09-05,99029.49,expense,Transport,ojek online,cash,,-6557030.26
49,2025-07-20,86207.84,expense,Food,minimarket,CASH,Pembayaran minimarket,28940337.54
19,2025-12-12,24119.65,expense,Food,go-food,debit,,-6914805.57
3,2025-02-22,138059.23,expense,Transport,ojek online,cash,Pembayaran ojek online,-585696.92
6,2025-06-04,65078.25,expense,Food,restoran,cash,Pembayaran restoran,2251346.89
33,2025-11-05,56004.13,expense,Food,go-food,e-wallet,Pembayaran go-food,12676695.4
35,2025-05-25,121402.06,expense,Food,restoran,cash,Pembayaran restoran,148574.13
2,2025-10-03,102965.14,expense,Entertainment,spotify,e-wallet,Pembayaran spotify,38599013.15
16,2025-07-19,124443.26,expense,FOOD,minimarket,e-wallet,Pembayaran minimarket,25524158.89
38,2025-06-21,60155.53,expense,Food,kopi,cash,Pembayaran kopi,5768961.1
25,2025-12-30,7420667.64,income,Salary,insentif,debit,Penerimaan insentif,-15338955.57
40,2025-10-02,177619.49,expense,Food,go-food,cash,Pembayaran go-food,-27507589.53
45,2025-04-20,119145.31,expense,Shopping,skincare,cash,Pembayaran skincare,13163906.1
48,2025-09-08,45984.08,expense,Others,lain-lain,e-wallet,Pembayaran lain-lain,-7618915.89
18,2025-02-21,29336.97,expense,Others,sedekah,debit,Pembayaran sedekah,991744.58
49,2025-05-12,44869.39,expense,Food,kopi,cash,,21220903.26
38,2025-04-25,31521.24,expense,Food,go-food,debit,Pembayaran go-food,2809994.83
5,2025-04-02,7081084.55,income,Salary,bonus,cash,Penerimaan bonus,6896798.14
41,2025-12-03,7979837.11,income,Salary,freelance,cash,Penerimaan freelance,4516682.48
20,2025-01-09,167558.93,expense,Food,go-food,debit,Pembayaran go-food,2610081.47
39,2025-09-21,20264.74,expense,,sedekah,debit,,-7447488.25
39,2025-01-26,99868.48,expense,Shopping,pakaian,cash,Pembayaran pakaian,-812036.18
29,2025-08-04,52604.6,expense,Food,minimarket,e-wallet,Pembayaran minimarket,11763140.85
15,2025-06-09,14239.73,expense,Transport,servis,e-wallet,Pembayaran servis,5990768.93
1,2025-11-29,9883368.37,income,Salary,freelance,debit,Penerimaan freelance,28809169.49
6,2025-11-27,125511.83,expense,Entertainment,game topup,cash,Pembayaran game topup,357966.99
23,2025-02-07,1142771.53,expense,Bills,pulsa,cash,Pembayaran pulsa,1792549.7
38,2025-11-08,19688.47,expense,Food,restoran,cash,Pembayaran restoran,16940960.29
15,2025-04-09,25084.28,expense,Transport,bensin,cash,Pembayaran bensin,11626375.48
9,2025-01-02,57837.38,expense,,restoran,cash,Pembayaran restoran,343966.6
31,2025-04-23,375570.46,expense,SHOPPING,elektronik,debit,Pembayaran elektronik,-6773988.11
4,2025-04-14,1502525.79,expense,Bills,AIR,debit,Pembayaran air,-9731440.47
18,2025-08-06,36604.13,expense,Food,minimarket,e-wallet,Pembayaran minimarket,13529852.28
18,2025-10-19,391820.7,expense,Shopping,PERALATAN RUMAH,e-wallet,Pembayaran peralatan rumah,31978326.9
3,2025-12-22,834150.55,expense,Shopping,skincare,e-wallet,Pembayaran skincare,-10876949.9
41,2025-07-07,79830.35,expense,Food,go-food,debit,Pembayaran go-food,7484874.47
43,2025-02-03,7480329.66,income,Salary,freelance,cash,Penerimaan freelance,10571758.37
47,2025-09-04,177637.81,expense,Shopping,hobi,cash,Pembayaran hobi,27881074.02
3,2025-10-16,176423.65,expense,Transport,bensin,cash,,-4875488.11
49,2025-11-09,23094.41,expense,Others,,debit,,40952601.8
49,2025-11-22,26573.03,expense,Transport,tol,e-wallet,Pembayaran tol,39388051.26
15,2025-04-22,11508.31,expense,Transport,tol,cash,,9927825.95
17,2025-10-12,162377.26,expense,ENTERTAINMENT,game topup,e-wallet,,-3134211.42
7,2025-04-08,480686.33,expense,Entertainment,game topup,cash,Pembayaran game topup,-4444602.66
23,2025-10-04,315251.34,expense,Food,kopi,debit,Pembayaran kopi,-944989.42
14,2025-07-21,25413.35,expense,Transport,tol,cash,Pembayaran tol,-3942146.91
20,2025-12-04,253330.06,expense,Food,go-food,debit,Pembayaran go-food,-21183782.67
28,2025-10-05,56919.82,expense,Transport,ojek online,cash,Pembayaran ojek online,7294556.86
16,2025-07-05,73448.31,expense,Transport,servis,e-wallet,Pembayaran servis,28790216.11
11,2025-10-02,32570.16,expense,Others,sedekah,cash,Pembayaran sedekah,7926405.22
17,2025-06-19,131366.87,expense,Transport,parkir,cash,Pembayaran parkir,-10586435.15
35,2025-01-13,43939.19,expense,,tol,debit,Pembayaran tol,3003231.41
21,2025-10-28,203834.42,expense,Food,kopi,cash,Pembayaran kopi,-38147182.07
40,2025-06-13,856619.96,expense,Shopping,ELEKTRONIK,debit,Pembayaran elektronik,-20649524.28
20,2025-10-20,248391.07,expense,Food,warung,debit,Pembayaran warung,-19029440.37
3,2025-06-05,25981.17,expense,Transport,parkir,cash,Pembayaran parkir,-3895241.5
46,2025-05-22,117228.12,expense,Food,minimarket,cash,Pembayaran minimarket,-19707494.28
22,2025-12-06,667494.16,expense,ENTERTAINMENT,spotify,e-wallet,Pembayaran spotify,4251529.74
19,2025-12-04,39036.74,expense,Transport,ojek online,debit,Pembayaran ojek online,-6544642.43
32,2025-06-08,33172.1,expense,others,biaya admin,cash,Pembayaran biaya admin,-26986812.6
29,2025-04-04,18837.83,expense,,restoran,debit,Pembayaran restoran,11060014.59
47,2025-03-01,44485.61,expense,Food,warung,debit,Pembayaran warung,12844218.85
28,2025-04-14,28463.93,expense,Food,kopi,e-wallet,Pembayaran kopi,15089350.37
9,2025-08-10,197258.91,expense,Shopping,skincare,debit,Pembayaran skincare,-11761905.67
8,2025-09-21,197265.96,expense,Entertainment,,debit,,-949587.18
19,2025-04-29,98898.34,expense,Food,restoran,cash,Pembayaran restoran,3729214.59
50,2025-12-18,62301.49,expense,Food,restoran,e-wallet,Pembayaran restoran,-21296024.28
40,2025-01-02,163194.77,expense,Food,kopi,e-wallet,Pembayaran kopi,3975790.91
30,2025-09-21,28820.3,expense,Food,minimarket,e-wallet,Pembayaran minimarket,-10039419.48
29,2025-01-30,32974.52,expense,Transport,ojek online,DEBIT,Pembayaran ojek online,10131495.32
17,2025-05-30,13656754.4,income,Salary,gaji pokok,cash,Penerimaan gaji pokok,-18485678.51
39,2025-03-01,41065.36,expense,Food,warung,debit,Pembayaran warung,-524826.51
19,2025-05-23,33641.12,expense,Food,,cash,Pembayaran restoran,170557.89
17,2025-08-11,110297.09,expense,Food,go-food,e-wallet,Pembayaran go-food,-10374622.76
3,2025-04-01,1152214.98,expense,Bills,asuransi,e-wallet,Pembayaran asuransi,6851697.19
12,2025-11-18,195494.0,expense,Entertainment,konser,cash,Pembayaran konser,16682510.33
16,2025-10-10,136013.78,expense,FOOD,restoran,cash,Pembayaran restoran,12518830.02
19,2025-10-19,10471.88,expense,Others,sedekah,debit,Pembayaran sedekah,-1385511.09
31,2025-04-24,38310.12,expense,Food,minimarket,debit,Pembayaran minimarket,-6812298.23
5,2025-05-14,26978.79,expense,Food,restoran,cash,Pembayaran restoran,14821673.44
33,2025-05-02,24515.23,expense,Food,restoran,cash,Pembayaran restoran,-387796.36
18,2025-07-03,76291.37,expense,Transport,bensin,debit,Pembayaran bensin,18060365.8
21,2025-06-11,10601.69,expense,Others,sedekah,cash,Pembayaran sedekah,4512683.52
48,2025-03-22,138791.27,expense,TRANSPORT,parkir,cash,Pembayaran parkir,-15119986.87
36,2025-05-26,628986.18,expense,Bills,air,e-wallet,Pembayaran air,976975.0
9,2025-10-10,25808.79,expense,food,warung,cash,Pembayaran warung,-18079233.26
34,2025-03-04,7052.85,expense,Others,,cash,Pembayaran lain-lain,-1347777.37
25,2025-03-02,189677.41,expense,Shopping,,cash,Pembayaran elektronik,4434797.7
47,2025-07-28,26061.36,expense,Transport,servis,CASH,Pembayaran servis,20875729.46
30,2025-02-17,552706.64,expense,Bills,INTERNET,e-wallet,Pembayaran internet,-2089186.74
17,2025-12-19,68045.79,expense,Transport,ojek online,debit,Pembayaran ojek online,-19807184.48
12,2025-06-14,36469.18,expense,FOOD,minimarket,e-wallet,Pembayaran minimarket,9367772.43
9,2025-10-02,16371.09,expense,Others,sedekah,cash,Pembayaran sedekah,-17455681.93
35,2025-11-09,15002.15,expense,Transport,servis,debit,Pembayaran servis,9104150.2
1,2025-03-28,1958092.69,expense,Bills,internet,cash,Pembayaran internet,-11056463.77
21,2025-05-17,916926.62,expense,Bills,listrik,e-wallet,Pembayaran listrik,11061683.28
12,2025-06-16,112163.4,expense,Food,warung,cash,Pembayaran warung,9136753.25
46,2025-08-08,541223.49,expense,Bills,asuransi,debit,Pembayaran asuransi,-34376880.73
25,2025-04-09,71809.39,expense,Transport,servis,cash,Pembayaran servis,-563895.52
6,2025-03-31,263544.34,expense,Shopping,,cash,Pembayaran elektronik,-1179186.77
15,2025-02-16,842602.49,expense,Bills,asuransi,cash,,-6395462.32
33,2025-07-06,366244.88,expense,Shopping,hobi,cash,Pembayaran hobi,1678440.21
13,2025-07-16,115400.09,expense,Food,kopi,debit,Pembayaran kopi,-12157352.2
10,2025-09-11,25367.22,expense,Transport,bensin,cash,Pembayaran bensin,-6800105.7
3,2025-01-11,41582.26,expense,Transport,servis,e-wallet,Pembayaran servis,590994.66
33,2025-09-19,141612.87,expense,Entertainment,spotify,DEBIT,Pembayaran spotify,2460507.76
7,2025-01-10,400296.45,expense,Shopping,elektronik,cash,Pembayaran elektronik,433529.68
20,2025-07-24,247052.82,expense,FOOD,go-food,e-wallet,Pembayaran go-food,-20441348.92
42,2025-02-24,710345.25,expense,Bills,air,cash,Pembayaran air,-4198171.94
47,2025-07-22,202389.65,expense,Shopping,elektronik,debit,Pembayaran elektronik,21574789.02
48,2025-01-22,190530.82,expense,Food,go-food,debit,Pembayaran go-food,-3558726.79
28,2025-02-26,196784.21,expense,Shopping,elektronik,cash,Pembayaran elektronik,12943564.09
43,2025-01-08,103844.36,expense,Food,minimarket,e-wallet,Pembayaran minimarket,858496.8
50,2025-03-13,37261.51,expense,Food,kopi,cash,Pembayaran kopi,-5324918.1
14,2025-05-07,33178.23,expense,Food,go-food,cash,Pembayaran go-food,-547494.73
50,2025-03-31,162165.85,expense,Transport,bensin,debit,Pembayaran bensin,-14173210.28
6,2025-01-20,41221.92,expense,Food,go-food,cash,Pembayaran go-food,-1905656.79
42,2025-11-02,180834.63,expense,BILLS,listrik,e-wallet,Pembayaran listrik,-33719956.73
42,2025-09-27,200226.34,expense,Food,warung,e-wallet,Pembayaran warung,-34448854.36
1,2025-12-31,118069.73,expense,Transport,bensin,e-wallet,Pembayaran bensin,32585261.82
13,2025-07-27,8816978.93,income,Salary,freelance,debit,Penerimaan freelance,-6147134.45
1,2025-10-11,1021279.74,expense,Bills,air,e-wallet,Pembayaran air,32199768.9
1,2025-03-07,112489.48,expense,FOOD,go-food,e-wallet,Pembayaran go-food,-2723705.49
37,2025-06-03,127655.66,expense,Food,minimarket,debit,Pembayaran minimarket,13207369.78
46,2025-07-27,433094.93,expense,Food,go-food,DEBIT,Pembayaran go-food,-45800743.6
45,2025-09-12,55056.68,expense,Transport,parkir,cash,,26192246.28
10,2025-03-05,58408.56,expense,Transport,servis,e-wallet,Pembayaran servis,-697748.17
45,2025-10-31,89566.84,expense,Transport,OJEK ONLINE,debit,Pembayaran ojek online,25014065.92
25,2025-07-12,40600.56,expense,Others,lain-lain,debit,Pembayaran lain-lain,-8117440.63
20,2025-05-06,1574626.19,expense,Bills,air,cash,Pembayaran air,-18772478.05
12,2025-10-16,102337.75,expense,,MINIMARKET,debit,Pembayaran minimarket,13440348.78
37,2025-03-12,113522.61,expense,Food,restoran,debit,Pembayaran restoran,-5713437.06
36,2025-03-13,209683.91,expense,Shopping,elektronik,debit,Pembayaran elektronik,-4003429.68
49,2025-10-24,38581.58,expense,Food,kopi,DEBIT,Pembayaran kopi,38812400.34
33,2025-11-30,266365.25,expense,Shopping,peralatan rumah,e-wallet,Pembayaran peralatan rumah,10898907.12
49,2025-09-21,17827.55,expense,,sedekah,cash,Pembayaran sedekah,30038265.53
3,2025-09-01,245375.27,expense,Food,warung,debit,Pembayaran warung,-2963821.75
49,2025-09-12,58938.52,expense,Food,,cash,Pembayaran kopi,30622920.85
47,2025-12-12,80742.87,expense,Food,restoran,debit,Pembayaran restoran,23636855.55
31,2025-12-22,44864.96,expense,Others,biaya admin,debit,Pembayaran biaya admin,-19604363.0
42,2025-06-19,55451.71,expense,Food,go-food,e-wallet,Pembayaran go-food,-15886307.95
38,2025-04-01,133486.44,expense,,,e-wallet,Pembayaran hobi,4029840.19
8,2025-05-03,150479.67,expense,Entertainment,spotify,e-wallet,Pembayaran spotify,5156753.2
11,2025-09-08,95329.91,expense,Transport,,cash,Pembayaran bensin,15737840.51
21,2025-04-22,201047.18,expense,Food,,e-wallet,Pembayaran go-food,16867470.67
28,2025-08-02,38422.55,expense,food,warung,debit,Pembayaran warung,13249487.11
20,2025-02-05,300526.28,expense,Entertainment,konser,cash,,1581163.08
5,2025-08-16,45379.7,expense,Food,go-food,e-wallet,Pembayaran go-food,26004827.38
19,2025-06-04,23068.98,expense,Food,go-food,debit,,-661104.67
8,2025-03-22,87364.84,expense,Food,kopi,debit,Pembayaran kopi,-4038248.82
6,2025-08-23,15107.08,expense,Transport,bensin,cash,Pembayaran bensin,1771079.61
3,2025-10-24,142083.41,expense,Food,warung,cash,Pembayaran warung,-6120411.57
17,2025-12-12,76722.2,expense,Food,warung,cash,Pembayaran warung,-18880747.17
11,2025-05-09,324090.45,expense,Entertainment,,cash,Pembayaran bioskop,20859861.28
45,2025-02-03,7128199.33,income,Salary,gaji pokok,cash,Penerimaan gaji pokok,20403199.62
20,2025-10-07,152023.99,expense,Transport,bensin,debit,Pembayaran bensin,-15475561.24
27,2025-07-13,70208.79,expense,Others,biaya admin,CASH,Pembayaran biaya admin,-27632678.21
46,2025-12-24,187996.65,expense,Food,restoran,cash,Pembayaran restoran,16848007.71
12,2025-09-17,109746.96,expense,Food,kopi,debit,Pembayaran kopi,18240796.03
17,2025-07-13,95977.26,expense,Others,lain-lain,debit,Pembayaran lain-lain,-2528138.54
23,2025-02-26,368691.22,expense,Shopping,elektronik,e-wallet,Pembayaran elektronik,-2044830.65
28,2025-08-07,29594.13,expense,Others,sedekah,cash,Pembayaran sedekah,12506615.82
30,2025-07-12,183188.17,expense,Shopping,pakaian,debit,Pembayaran pakaian,-2768341.05
15,2025-02-26,142418.54,expense,Food,restoran,debit,Pembayaran restoran,-7812365.88
10,2025-02-16,107799.82,expense,Shopping,hobi,cash,Pembayaran hobi,1819215.36
23,2025-03-18,105310.89,expense,,warung,cash,Pembayaran warung,-7786543.41
31,2025-12-24,438376.77,expense,Bills,listrik,cash,Pembayaran listrik,-20754486.94
7,2025-07-01,117438.06,expense,Food,go-food,e-wallet,Pembayaran go-food,-1378940.12
15,2025-10-06,55833.55,expense,Food,minimarket,cash,,-14234792.2
49,2025-08-11,569109.41,expense,Bills,internet,e-wallet,Pembayaran internet,30400024.45
32,2025-02-25,603942.48,expense,ENTERTAINMENT,netflix,cash,Pembayaran netflix,-12114703.29
30,2025-05-09,16922.11,expense,Food,warung,e-wallet,Pembayaran warung,-5800584.15
22,2025-05-29,392739.8,expense,Entertainment,spotify,e-wallet,Pembayaran spotify,2927374.19
2,2025-10-11,304946.7,expense,Food,warung,debit,Pembayaran warung,36057442.45
17,2025-08-15,229449.34,expense,Food,kopi,cash,Pembayaran kopi,-10971706.17
27,2025-06-21,247665.43,expense,Transport,servis,e-wallet,Pembayaran servis,-33140820.4
11,2025-08-15,59727.94,expense,Food,minimarket,cash,Pembayaran minimarket,24067108.82
25,2025-09-09,12027.9,expense,Transport,servis,e-wallet,Pembayaran servis,-13243846.57
49,2025-02-17,62813.77,expense,Food,warung,cash,Pembayaran warung,8434516.07
32,2025-08-15,1089173.25,expense,Bills,pulsa,e-wallet,Pembayaran pulsa,-34136715.17
20,2025-04-01,39852.23,expense,food,go-food,e-wallet,Pembayaran go-food,-9293156.07
35,2025-03-10,22028.16,expense,Others,,debit,Pembayaran lain-lain,1493554.28
48,2025-03-06,100354.56,expense,Transport,ojek online,cash,Pembayaran ojek online,-8437392.81
41,2025-02-03,2607056.5,expense,Others,lain-lain,debit,Pembayaran lain-lain,21962352.21
35,2025-02-05,206203.76,expense,Shopping,hobi,cash,Pembayaran hobi,6083111.32
39,2025-07-27,91130.54,expense,Transport,bensin,cash,Pembayaran bensin,-7824016.11
38,2025-03-16,276433.91,expense,SHOPPING,elektronik,e-wallet,Pembayaran elektronik,5499739.39
12,2025-07-30,6781815.0,income,Salary,bonus,debit,Penerimaan bonus,11165832.67
7,2025-11-14,36872.33,expense,Others,sedekah,debit,Pembayaran sedekah,29460505.02
9,2025-07-05,770463.51,expense,Bills,air,debit,Pembayaran air,-7477311.01
19,2025-10-15,17116.3,expense,Transport,ojek online,e-wallet,Pembayaran ojek online,-1122939.22
34,2025-09-28,375748.79,expense,Shopping,skincare,debit,Pembayaran skincare,-7857155.14
12,2025-11-19,83368.96,expense,Transport,ojek online,debit,Pembayaran ojek online,16599141.38
47,2025-01-11,75344.12,expense,,go-food,e-wallet,Pembayaran go-food,5066354.7
31,2025-02-08,190681.71,expense,Shopping,pakaian,debit,Pembayaran pakaian,-2323058.99
33,2025-08-19,65439.65,expense,Food,warung,cash,Pembayaran warung,4648526.48
11,2025-07-13,674325.83,expense,Entertainment,konser,cash,Pembayaran konser,20657505.41
48,2025-11-08,126123.18,expense,Transport,ojek online,debit,Pembayaran ojek online,-3976296.41
46,2025-02-23,2213308.2,expense,Bills,listrik,e-wallet,Pembayaran listrik,-12381619.87
12,2025-07-03,16345.72,expense,Transport,ojek online,cash,Pembayaran ojek online,6923594.98
32,2025-10-25,165131.78,expense,Transport,parkir,cash,Pembayaran parkir,-53742786.32
42,2025-03-13,101833.74,expense,food,kopi,E-WALLET,Pembayaran kopi,-6192338.5
16,2025-03-09,104304.97,expense,Transport,BENSIN,cash,Pembayaran bensin,11426749.38
13,2025-06-03,739378.64,expense,,asuransi,e-wallet,,-2531435.83
27,2025-03-12,85324.51,expense,Transport,ojek online,debit,Pembayaran ojek online,2095363.65
25,2025-06-11,55937.95,expense,Food,restoran,debit,Pembayaran restoran,-2658177.59
48,2025-02-09,123777.55,expense,Transport,parkir,debit,,651044.41
1,2025-10-15,184517.58,expense,Shopping,ELEKTRONIK,debit,Pembayaran elektronik,31538851.84
48,2025-05-27,643619.13,expense,Bills,listrik,e-wallet,Pembayaran listrik,-32478326.73
7,2025-08-30,68832.21,expense,Transport,ojek online,e-wallet,Pembayaran ojek online,-9339607.45
42,2025-08-23,114859.0,expense,Transport,bensin,debit,Pembayaran bensin,-27672078.19
14,2025-02-23,372154.03,expense,Shopping,elektronik,debit,Pembayaran elektronik,2126246.18
48,2025-07-16,49306.72,expense,Transport,tol,e-wallet,Pembayaran tol,-33841204.46
26,2025-10-22,178851.75,expense,Entertainment,netflix,cash,Pembayaran netflix,25148352.31
11,2025-01-13,589126.68,expense,Shopping,peralatan rumah,cash,Pembayaran peralatan rumah,-474739.07
29,2025-04-09,11279.75,expense,Others,biaya admin,e-wallet,Pembayaran biaya admin,10758062.38
3,2025-11-04,625651.6,expense,Shopping,skincare,debit,Pembayaran skincare,-11973809.43
37,2025-09-11,162787.33,expense,Entertainment,konser,e-wallet,Pembayaran konser,9037606.45
15,2025-09-21,194921.33,expense,FOOD,minimarket,cash,Pembayaran minimarket,-12042243.69
38,2025-11-07,88294.26,expense,Food,RESTORAN,cash,,16960648.76
41,2025-05-19,1102110.93,expense,BILLS,listrik,debit,Pembayaran listrik,3436840.41
40,2025-04-21,36906.33,expense,Transport,tol,debit,Pembayaran tol,-12747547.35
15,2025-12-25,76659.26,expense,,tol,cash,Pembayaran tol,-8201640.01
48,2025-01-08,1165734.7,expense,Bills,asuransi,e-wallet,Pembayaran asuransi,-783377.3
45,2025-08-14,80643.19,expense,Entertainment,konser,debit,Pembayaran konser,23122850.38
1,2025-02-22,112642.81,expense,Food,restoran,e-wallet,Pembayaran restoran,20180.14
6,2025-09-10,154258.27,expense,Shopping,peralatan rumah,e-wallet,Pembayaran peralatan rumah,6069655.38
32,2025-08-02,163611.89,expense,Food,minimarket,cash,Pembayaran minimarket,-30691542.19
9,2025-08-29,41265.39,expense,,peralatan rumah,cash,Pembayaran peralatan rumah,-13984521.55
20,2025-11-15,71435.33,expense,Food,kopi,e-wallet,Pembayaran kopi,-25814240.75
24,2025-05-14,176882.59,expense,Food,kopi,cash,Pembayaran kopi,-8693955.95
23,2025-01-20,23113.56,expense,Others,lain-lain,debit,Pembayaran lain-lain,5918362.15
48,2025-01-24,442853.86,expense,Entertainment,spotify,cash,Pembayaran spotify,-4156255.41
8,2025-03-30,230925.75,expense,Food,warung,e-wallet,Pembayaran warung,-5588223.73
11,2025-07-30,380948.15,expense,Entertainment,,e-wallet,Pembayaran konser,17278377.4
25,2025-03-11,70289.94,expense,Transport,ojek online,cash,Pembayaran ojek online,3406165.32
45,2025-11-04,31419.98,expense,Others,sedekah,e-wallet,Pembayaran sedekah,24799508.75
28,2025-09-02,23880.03,expense,Others,biaya admin,debit,Pembayaran biaya admin,10482287.68
27,2025-03-14,160219.82,expense,Transport,tol,cash,Pembayaran tol,410095.4
11,2025-08-30,185924.29,expense,food,restoran,debit,Pembayaran restoran,20054359.03
5,2025-02-07,256876.74,expense,Bills,asuransi,debit,Pembayaran asuransi,-1571588.53
14,2025-02-09,42185.8,expense,,kopi,debit,Pembayaran kopi,4134446.94
6,2025-08-22,87481.34,expense,Bills,ASURANSI,e-wallet,Pembayaran asuransi,1786186.69
